incident_id,restaurant_name,location,city,state,date_reported,date_inspection,authority,finding,finding_categories,action_taken,samples_collected,closure_status,verification_status,source_name,source_type,source_url,evidence_excerpt,last_updated
FS-9258AD165B,Mumbai's iconic Poornima Restaurant loses FSSAI licence amid Maharashtra FDA's hygiene crackdown,,,,2026-07-28,,,Mumbai's iconic Poornima Restaurant loses FSSAI licence amid Maharashtra FDA's hygiene crackdown - wionews.com,Pest infestation; Expired food; Microbial / fungal contamination; Temperature control; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging; Corrective action completed,licence suspended; closure; fine; inspection,,,News report — corroboration recommended,wionews.com,Other,https://www.wionews.com/india-news/mumbai-s-iconic-poornima-restaurant-loses-fssai-licence-amid-maharashtra-fda-s-hygiene-crackdown-1785237730545,"Mumbai's iconic Poornima Restaurant loses FSSAI licence amid Maharashtra FDA's hygiene crackdown Live TV LOGIN v logout Live TV Latest Gravitas World India Entertainment Hollywood Bollywood Sports Opinions videos Photos TV Shows Mission Sustainability Wion / India / Mumbai's iconic Poornima Restaurant loses FSSAI licence amid Maharashtra FDA's hygiene crackdown Mumbai's iconic Poornima Restaurant loses FSSAI licence amid Maharashtra FDA's hygiene crackdown Authored By Disha Shah Published: Jul 28, 2026, 16:58 IST | Updated: Jul 28, 2026, 17:53 IST Mumbai's iconic Poornima Restaurant Story highlights The inspection, conducted on July 23, led the FDA to suspend the restaurant's licence with im",2026-09-25
FS-46421029AC,"Cockroaches found, but licence restored: Why Bombay HC's 'We're in India' remark matters amid Mumbai's FDA...",,,,2026-07-30,,,"Cockroaches found, but licence restored: Why Bombay HC's 'We're in India' remark matters amid Mumbai's FDA... - Moneycontrol.com",Pest infestation; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Licensing / registration; Storage / packaging; Corrective action completed; Licence restored / suspension revoked,licence suspended; inspection,,,News report — corroboration recommended,Moneycontrol.com,Other,https://www.moneycontrol.com/city/cockroaches-found-but-licence-restored-why-bombay-hc-s-we-re-in-india-remark-matters-amid-mumbai-s-fda-crackdown-article-13987891.html,"Cockroaches found, but licence restored: Why Bombay HC's 'We're in India' remark matters amid Mumbai's FDA crackdown Select language English Hindi Gujarati Specials Search Quotes, News, Mutual Fund NAVs Quotes Mutual Funds ETFs Commodities Futures & Options Unlisted Shares Currency News Topic Cryptocurrency Forum Notices Videos Glossary All My Alerts Go Ad-Free Hello, Login Hello, Login Log-in or Sign-Up My Account My Profile My Portfolio My Watchlist My Alerts My Messages Price Alerts My Profile My PRO My Portfolio My Watchlist My Alerts My Messages Price Alerts Logout Loans up to ₹50 LAKHS Fixed Deposits Credit Cards Lifetime Free Credit Score Loan against MFs Chat with Us Download App Fol",2026-09-25
FS-7A4D9258C5,"60-Year-Old Mumbai Udupi Restaurant Closed After FDA Finds Fungal Vegetables, Poor Hygiene",,,,2026-07-28,,,"60-Year-Old Mumbai Udupi Restaurant Closed After FDA Finds Fungal Vegetables, Poor Hygiene - Mumbai Live",Pest infestation; Microbial / fungal contamination; Temperature control; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Food-handler hygiene; Licensing / registration; Corrective action completed,licence suspended; closed; closure; fine; inspection,,,News report — corroboration recommended,Mumbai Live,Other,https://www.mumbailive.com/en/civic/60-year-old-mumbai-udupi-restaurant-closed-after-fda-finds-fungal-vegetables-poor-hygiene-93725,"60-Year-Old Mumbai Udupi Restaurant Closed After FDA Finds Fungal Vegetables, Poor Hygiene MENU Politics Civic Civic Crime Infrastructure Transport Environment Health Education Society Society Business Share Market Real Estate Commodity Market Culture Art Festivals Lifestyle Lifestyle Food & Beverage Tech Fashion Entertainment Entertainment Bollywood Marathi film Theatre Music & Dance Events Television Digital Sports Sports Cricket Football Kabaddi Events Deals & Offers Friday, September 25, 2026 MUMBAI LIVE IN: मराठी हिंदी Civic Politics Society Business Lifestyle Entertainment Sports Advertise with Us Menu Mumbai Rains Live Update 2026 City Updates COVID-19 Live Updates 2025 Civic Politics",2026-09-25
FS-6874EA1AB1,Mumbai food safety crackdown: Every licence suspended since Tukaram Mundhe took charge as FDA chief,,,,2026-07-30,,,Mumbai food safety crackdown: Every licence suspended since Tukaram Mundhe took charge as FDA chief - Mid-Day,Pest infestation; Water / ice safety; Poor hygiene / sanitation; Licensing / registration; Storage / packaging,licence suspended,,,News report — corroboration recommended,Mid-Day,Other,https://www.mid-day.com/mumbai/mumbai-news/article/tukaram-mundhes-fda-drive-full-list-of-mumbai-restaurants-clubs-and-bakeries-facing-licence-suspension-23642365,"Tukaram Mundhe's FDA drive: Full list of Mumbai restaurants, clubs, and bakeries that lost licences Home / Mumbai / Mumbai News / Article / Mumbai food safety crackdown: Every licence suspended since Tukaram Mundhe took charge as FDA chief Mumbai food safety crackdown: Every licence suspended since Tukaram Mundhe took charge as FDA chief Updated On: 30 July, 2026 02:50 PM IST | Mumbai | mid-day online correspondent The enforcement drive has focused on hygiene lapses, pest infestations, poor food storage practices, inadequate sanitation, missing statutory records, and other violations under the Food Safety and Standards Act, 2006 Listen to this article : Maharashtra Food and Drug Administrati",2026-09-25
FS-0DE37DD25C,"Delhi's Marche Retail faces FSSAI action; license suspended over hygiene, training lapses | India News",,,,2026-08-23,,,"Delhi's Marche Retail faces FSSAI action; license suspended over hygiene, training lapses | India News - Hindustan Times",Pest infestation; Adulteration; Labelling / date-marking; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging,license suspended; closure; inspection,,,News report — corroboration recommended,Hindustan Times,News,https://www.hindustantimes.com/india-news/delhi-marche-retail-faces-fssai-action-license-suspended-over-hygiene-training-lapses-sdp-industries-ghee-sale-ban-101787484137991.html,"Delhi's Marche Retail faces FSSAI action; license suspended over hygiene, training lapses | India News Tue, Sep 22, 2026 New Delhi 0 o C E-Paper Subscribe Subscribe Enjoy unlimited access Subscribe Now! Get features like Ad lite A Minimal Ad Experience HT Premium Articles Expertly crafted articles Quickreads Segment News brief in summary format HT E-paper Access digital news experience Subscribe Now Edit Profile Subscribe Now Saved Articles Following My Reads Sign out Get App Home HTLS 2025 Astrology India News Lifestyle Entertainment Elections Trending HT Cricket Videos Education Photos Sports Cities Daily Digest Quickreads Opinion Analysis For You Following Science HT Government HT Games P",2026-09-25
FS-92426F1684,"After ice-cream parlour K Rustom, FDA now suspends license of popular Parsi Dairy Farm in Mumbai",,,,2026-07-16,,,"After ice-cream parlour K Rustom, FDA now suspends license of popular Parsi Dairy Farm in Mumbai - The Times of India",Pest infestation; Microbial / fungal contamination; Adulteration; Labelling / date-marking; Water / ice safety; Poor hygiene / sanitation; Licensing / registration; Storage / packaging,seized; destroyed; license suspended; fine; inspection,,,News report — corroboration recommended,The Times of India,News,https://timesofindia.indiatimes.com/city/mumbai/after-ice-cream-parlour-k-rustom-fda-now-suspends-license-of-popular-parsi-dairy-farm-in-mumbai/articleshow/132442683.cms,"After ice-cream parlour K Rustom, FDA now suspends license of popular Parsi Dairy Farm in Mumbai | Mumbai News - The Times of India Edition IN IN US GCC English English à¤¹à¤¿à¤¨à¥à¤¦à¥ à¤®à¤°à¤¾à¤ à¥ à²à²¨à³à²¨à²¡ à®¤à®®à®¿à®´à¯ à¦¬à¦¾à¦à¦²à¦¾ à´®à´²à´¯à´¾à´³à´ à°¤à±à°²à±à°à± àªà«àªàª°àª¾àª¤à« Weather Sign In TOI Videos City Metro Cities mumbai delhi bengaluru Hyderabad kolkata chennai Other Cities City Crime News agra agartala ahmedabad ajmer amaravati amritsar bareilly bhubaneswar bhopal chandigarh chhatrapati sambhajinagar coimbatore cuttack dehradun erode faridabad ghaziabad goa gurgaon guwahati hubballi imphal indore itanagar jaipur jammu jamshedpur jodhpur kanpur kochi",2026-09-25
FS-10301B11DE,"Cockroaches, ants found in kitchen: Maharashtra FDA suspends Gallops’ licence",,,,2026-09-23,,,"Cockroaches, ants found in kitchen: Maharashtra FDA suspends Gallops’ licence - Moneycontrol.com",Pest infestation; Adulteration; Temperature control; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging,license suspended; inspection,,,News report — corroboration recommended,Moneycontrol.com,Other,https://www.moneycontrol.com/city/cockroaches-ants-found-in-kitchen-maharashtra-fda-suspends-gallops-licence-article-14035952.html/amp,"Cockroaches, ants found in kitchen: Maharashtra FDA suspends Gallops’ licence × English हिंदी ગુજરાતી Home My Feed Remove Ads Get Premium Content Go Pro @₹99 Loan Against Mutual Fund Apply Now Gold Loan Credit Cards Quick Loans ₹5,000-₹50 Lakhs Apply Now Credit Score Refer & Earn ₹500 Refer Now Finance Tracker Gamechangers Fixed Deposits Business Loan Markets Markets FII & DII Activity Corporate Action Research Advice Earnings Technical Trends Open Interest Trends Stock Deals Intraday Large Deals Bonds Webinar Pre Market Stock Scanner Sector Analysis Unlisted Shares Stock Updates PRO Stock Lists Eco Pulse MC Learn Market Turnover Seasonality Analysis Big Shark Portfolios Crypto Dashboard Web",2026-09-25
FS-219509BB05,Hotel Shadab license suspended: Celebrities who love its biryani,,,,2026-09-03,,,Hotel Shadab license suspended: Celebrities who love its biryani - The Siasat Daily,Pest infestation; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration; Storage / packaging,license suspended; closed; inspection; raid,,,News report — corroboration recommended,The Siasat Daily,Other,https://www.siasat.com/hyderabad-hotel-shadab-license-suspended-celebrities-who-love-its-biryani-3535731/,"Hotel Shadab license suspended: Celebrities who love its biryani Hyderabad Telangana India Middle East Entertainment Sports Business Photos Videos Menu Search for Home Hyderabad Telangana India Middle East Entertainment Sports Business Photos Videos Sidebar Siasat.com / Lifestyle / Hotel Shadab license suspended: Celebrities who love its biryani Hotel Shadab license suspended: Celebrities who love its biryani Siasat.com takes a look at some of the big celebrities who have graced Hotel Shadab Bushra Khan | Published: 3rd September 2026 6:42 pm IST Image Source: Instagram/ Cassius Clyde Pereira It is not uncommon for Hotel Shadab to be in the headlines in Hyderabad, being a culinary hotspot an",2026-09-25
FS-200B0E2B8A,"Cockroaches and dirt found in Bhopal's BHEL restaurant, licence suspended by FDA",,,,2024-10-27,,,"Cockroaches and dirt found in Bhopal's BHEL restaurant, licence suspended by FDA - The Times of India",Pest infestation; Water / ice safety; Licensing / registration,licence suspended; license suspended; closed; inspection,,,News report — corroboration recommended,The Times of India,News,https://timesofindia.indiatimes.com/city/bhopal/bhopal-restaurant-license-suspended-after-cockroach-infestation-fda-takes-action/articleshow/114633428.cms,Bhopal Restaurant License Suspended After Cockroach Infestation: FDA Takes Action | Bhopal News - Times of India Edition IN IN US Sign In TOI City bhopal mumbai delhi bengaluru Hyderabad kolkata chennai agra agartala ahmedabad ajmer amaravati amritsar bareilly bhubaneswar chandigarh chhatrapati sambhajinagar coimbatore cuttack dehradun erode faridabad ghaziabad goa gurgaon guwahati hubballi imphal indore itanagar jaipur jammu jamshedpur jodhpur kanpur kochi kohima kolhapur kozhikode ludhiana lucknow madurai mangaluru meerut mumbai region mysuru nagpur nashik navi mumbai noida patna prayagraj puducherry pune raipur rajkot ranchi thane salem shillong shimla srinagar surat trichy thiruvananthap,2026-09-25
FS-E16F151937,Mundhe’s crackdown only concerns cleanliness. India’s food safety problem is much bigger,,,,2026-08-27,,,Mundhe’s crackdown only concerns cleanliness. India’s food safety problem is much bigger - ThePrint,Pest infestation; Adulteration; Labelling / date-marking; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Storage / packaging,fine; raid,,,News report — corroboration recommended,ThePrint,Other,https://theprint.in/opinion/sharp-edge/india-food-safety-fake-adulteration-ultra-processed/3004013/,"India’s food safety problem goes far beyond dirty restaurants Politics Ground Reports Opinion National Interest PoV 50-Word Edit Defence Diplomacy India Economy ThePrint On Camera Videos In Pictures Society & Culture Around Town Book Excerpts Vigyapanti The Dating Story Health Science Science Tech World Events Off The Cuff The Speakers Bureau School of Journalism ThePrint Store More Judiciary Education YourTurn Work With Us Campus Voice Search Add ThePrint as a trusted source ✕ Youtube Twitter Instagram Facebook Whatsapp Telegram LinkedIn Friday, September 25, 2026 Celebrating 9 Years Support Our Journalism Politics Ground Reports Opinion National Interest PoV 50-Word Edit Defence Diplomacy",2026-09-25
FS-906ACC4FFB,India Needs to Look its Food Safety Crisis in the Eye,,,,2026-03-19,,,India Needs to Look its Food Safety Crisis in the Eye - TheWire.in,Pest infestation; Expired food; Adulteration; Chemical contamination; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Storage / packaging,seized; disposed; prosecution; sample collected,,,News report — corroboration recommended,TheWire.in,Other,https://m.thewire.in/article/food/india-needs-to-look-its-food-safety-crisis-in-the-eye,"India Needs to Look its Food Safety Crisis in the Eye - The Wire Add The Wire As Your Trusted Source For the best experience, open https://m.thewire.in on your mobile browser. × Home Politics Economy World Security Law Science Society Culture Editors-Pick Newsletter हिंदी తెలుగు اردو U U ☺ My Profile ↩ Sign out Home Politics Economy World Security Law Science Society Culture Environment Editors-Pick Video Advertisement Non-profit. Reader-funded. Independent. Donate Now Advertisement / Food / India Needs To Look Its Food Safety Crisis In The Eye India Needs to Look its Food Safety Crisis in the Eye India needs to stitch a bigger picture on the issue of food safety but it can’t do so merely th",2026-09-25
FS-DF8746E7E4,"Rotten meat in hotels, textile dyes in spices? Inside India’s food safety crackdown",,,,2026-08-11,,,"Rotten meat in hotels, textile dyes in spices? Inside India’s food safety crackdown - The Economic Times",Pest infestation; Expired food; Spoiled / stale food; Adulteration; Labelling / date-marking; Water / ice safety; Equipment / premises,fine; inspection,,,News report — corroboration recommended,The Economic Times,Other,https://economictimes.indiatimes.com/news/india/rotten-meat-fake-paneer-and-dyed-spices-inside-indias-food-safety-crackdown/videoshow/133153904.cms?from=mdr,"food safety India: Rotten meat in hotels, textile dyes in spices? Inside India’s food safety crackdown - The Economic Times Video | ET Now News English Edition English Edition हिन्दी ગુજરાતી मराठी বাংলা ಕನ್ನಡ മലയാളം தமிழ் తెలుగు | Today's ePaper My Watchlist Subscribe Sign In Search + Home ETPrime Markets Market Data Masterclass News Industry SME Politics Wealth MF Tech AI Careers Opinion NRI Panache More Menu India Economy Economy Dashboard Agriculture Finance Foreign Trade Indicators Infrastructure Policy Politics Newsblogs Elections Assembly Elections Sports Asian Games 2026 Cricket Football Tennis Badminton Hockey Chess Basketball Baseball Other Sports More Science Defence International",2026-09-25
FS-24D138FD72,"Raids, shutdowns, warning labels — India's unprecedented food safety push",,,,2026-09-08,,,"Raids, shutdowns, warning labels — India's unprecedented food safety push - The Express Tribune",Pest infestation; Expired food; Adulteration; Labelling / date-marking; Water / ice safety; Poor hygiene / sanitation; Licensing / registration,closure; inspection; raided; raid,,,News report — corroboration recommended,The Express Tribune,Other,https://tribune.com.pk/story/2628151/raids-shutdowns-warning-labels-indias-unprecedented-food-safety-push,"Raids, shutdowns, warning labels - India's unprecedented food safety push TODAY’S PAPER | September 25, 2026 | EPAPER ☰ Home Latest Pakistan Business World Sports Opinion Life & Style T-Magazine Blogs Tech Cartoon Home World Raids, shutdowns, warning labels — India's unprecedented food safety push Since 2020, food inspectors have tested more than 100,000 samples annually, roughly one in five found to be unsafe Reuters September 08, 2026 4 min read facebook twitter whatsup linkded email Nestle Maggi 2-Minute Noodles packets are dispayed at a food stall in Mumbai, India, August 21, 2026. — REUTERS India is witnessing an unprecedented food safety crackdown, with regulators forcing many local ea",2026-09-25
FS-9BD2BA2653,"Understaffed, undertested, unpunished: Why Hyderabad's restaurants are getting away with unsafe food",,,,2026-04-22,,,"Understaffed, undertested, unpunished: Why Hyderabad's restaurants are getting away with unsafe food - The Times of India",Pest infestation; Spoiled / stale food; Adulteration; Temperature control; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration,notice issued; closed; penalty; inspection; raid,,,News report — corroboration recommended,The Times of India,News,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-must-up-its-game-to-keep-our-food-safe/articleshow/130435295.cms,"Understaffed, undertested, unpunished: Why Hyderabad's restaurants are getting away with unsafe food | Hyderabad News - The Times of India Edition IN IN US GCC English English à¤¹à¤¿à¤¨à¥à¤¦à¥ à¤®à¤°à¤¾à¤ à¥ à²à²¨à³à²¨à²¡ à®¤à®®à®¿à®´à¯ à¦¬à¦¾à¦à¦²à¦¾ à´®à´²à´¯à´¾à´³à´ à°¤à±à°²à±à°à± àªà«àªàª°àª¾àª¤à« Weather Sign In TOI City Hyderabad mumbai delhi bengaluru kolkata chennai Crime News agra agartala ahmedabad ajmer amaravati amritsar bareilly bhubaneswar bhopal chandigarh chhatrapati sambhajinagar coimbatore cuttack dehradun erode faridabad ghaziabad goa gurgaon guwahati hubballi imphal indore itanagar jaipur jammu jamshedpur jodhpur kanpur kochi kohima kolhapur kozhikode ludh",2026-09-25
FS-6D1CC0F771,Poor Hygiene At A Restaurant? Step-by-Step Guide To Report It To FSSAI Using This App,,,,2026-07-13,,,Poor Hygiene At A Restaurant? Step-by-Step Guide To Report It To FSSAI Using This App - curlytales.com,Pest infestation; Expired food; Spoiled / stale food; Adulteration; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration,,,,News report — corroboration recommended,curlytales.com,Other,https://curlytales.com/india/trending/poor-hygiene-at-a-restaurant-step-by-step-guide-to-report-it-to-fssai-using-this-app/,"Poor Hygiene At A Restaurant? Step-by-Step Guide To Report It To FSSAI Using This App | Curly Tales Food Discover Plan CT Review Celebrity Interviews Discover In Italy, Cappuccino After 11 AM Is A… 9 hours ago Discover Buy A Coffee & Get One Free This… 1 day ago Discover Badam Ki Jali: The 200-YO Almond Sweet That… 2 days ago Discover Taj Opens Luxury Resort Near Tadoba Tiger Reserve… 3 days ago Plan Where To Celebrate Oktoberfest In Delhi: 10 Spots… 1 day ago Plan From Galho To Akibiye: 5 Authentic Dishes To… 12 days ago Plan Where To Enjoy Ganesh Chaturthi Special Meals In… 14 days ago Plan From Baklava To Apple Pie, 10 Modern Modaks… 14 days ago CT Review At Navi Mumbai’s Manuka Bakehouse",2026-09-25
FS-C9DD6CFFFF,Read how Maharashtra FDA Commissioner Tukaram Mundhe is spearheading action against food adulteration,,,,2026-07-15,,,Read how Maharashtra FDA Commissioner Tukaram Mundhe is spearheading action against food adulteration - opindia.com,Pest infestation; Adulteration; Cross-contamination / segregation; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Licensing / registration; Storage / packaging,seized; destroyed; inspection; raid,,,News report — corroboration recommended,opindia.com,Other,https://www.opindia.com/2026/07/maharashtra-fda-commissioner-tukaram-mundhe-spearheading-action-against-food-adulteration/,"Read how Maharashtra FDA Commissioner Tukaram Mundhe is spearheading action against food adulteration Politics Opinions Fact-Check Media Fact-Check Political Fact-Check Social Media Fact-Check Media Variety Books Culture and History Satire WTF News Specials Interviews OpIndia Explains OpIndia Scoops More… Social Media Entertainment Political History of India Government and Policy Economy and Finance Sports World Crime Law Support Us हिन्दी में ગુજરાતીમાં Search OpIndia bringing the \'right\' side of India OpIndia bringing the \'right\' side of India Friday, September 25, 2026 Latest News About Us Contact Us Write for Us MyVoice Facebook Instagram RSS X WhatsApp Youtube OpIndia bringing the \",2026-09-25
FS-6AD71FBF43,"Food safety raids hit Kolkata restaurants and eateries over hygiene, stale food",,,,2026-09-06,,,"Food safety raids hit Kolkata restaurants and eateries over hygiene, stale food - India Today",Pest infestation; Expired food; Spoiled / stale food; Adulteration; Water / ice safety; Poor hygiene / sanitation; Equipment / premises,inspection; raid,,,News report — corroboration recommended,India Today,Other,https://www.indiatoday.in/india/story/west-bengal-food-safety-raids-kolkata-restaurants-eateries-hygiene-stale-food-park-street-suvendu-adhikari-consumer-safety-week-2988274-2026-09-06,"West Bengal food safety raids hit Kolkata restaurants and eateries over hygiene, stale food - India Today India Today Aaj Tak India Today Hindi NewsTak GNTTV Lallantop Business Today Bangla Malayalam Northeast BT Bazaar Harper's Bazaar Sports Tak Astro Tak Gaming Brides Today Cosmopolitan Kisan Tak Reader’s Digest India Today Aaj Tak India Today Hindi NewsTak GNTTV Lallantop Business Today Bangla Malayalam Northeast Magazine Live TV Search SEARCH SIGN IN Edition IN IN US Home TV Live TV Primetime Magazine Latest Edition Insight Best Colleges India Today Hindi Jobs India Business All Business News Share Market IPO Personal Finance Companies Life+Style Puzzles South Global Sports All Sports US",2026-09-25
FS-F8696A4980,"India food safety crackdown explained: Restaurants, packaged foods and warning labels",,,,2026-09-08,,,"India food safety crackdown explained: Restaurants, packaged foods and warning labels - BusinessLine",Pest infestation; Expired food; Adulteration; Labelling / date-marking; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration,closure; inspection; raided; raid,,,News report — corroboration recommended,BusinessLine,Other,https://www.thehindubusinessline.com/economy/raids-shutdowns-warning-labels-indias-unprecedented-food-safety-push/article71441331.ece,"India food safety crackdown explained: Restaurants, packaged foods and warning labels - The HinduBusinessLine SENSEX 73,631.09 + 50.55 NIFTY 23,065.70 + 2.60 CRUDEOIL 8,955.00 -212.00 GOLD 150,529.00 -181.00 SILVER 232,540.00 -942.00 SENSEX 73,631.09 + 50.55 NIFTY 23,065.70 + 2.60 NIFTY 23,065.70 + 2.60 CRUDEOIL 8,955.00 -212.00 CRUDEOIL 8,955.00 -212.00 GOLD 150,529.00 -181.00 Subscribe Companies Markets Portfolio Opinion BL Changemakers Premium X STOCKS STORIES ACCOUNT Subscribe SIGN UP / LOGIN X STOCKS STORIES MENU X STOCKS STORIES Sections My Account Companies MSME Markets IPO Dashboard Commodities Forex Gold & Silver Stocks Gold rate today Silver rate today Top gainers today Top losers",2026-09-26
FS-D1BE7C3DFA,"Hyderabad food raids: Few restaurants make reforms, others excuses",,,,2026-08-02,,,"Hyderabad food raids: Few restaurants make reforms, others excuses - The Siasat Daily",Pest infestation; Expired food; Spoiled / stale food; Microbial / fungal contamination; Temperature control; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration,closed; closure; fine; inspection; raided; raid,,,News report — corroboration recommended,The Siasat Daily,Other,https://www.siasat.com/hyderabad-food-raids-few-restaurants-make-reforms-others-excuses-3517165/,"Hyderabad food raids: Few restaurants make reforms, others excuses Hyderabad Telangana India Middle East Entertainment Sports Business Photos Videos Menu Search for Home Hyderabad Telangana India Middle East Entertainment Sports Business Photos Videos Sidebar Siasat.com / News / Hyderabad / Hyderabad food raids: Few restaurants make reforms, others excuses Hyderabad food raids: Few restaurants make reforms, others excuses From ""bad luck"" to the monsoon, restaurants blamed everything but their own lapses. Saleha Fatima | Published: 2nd August 2026 7:00 am IST Representational image Hyderabad: It’s been two months since the Cyberabad Municipal Corporation (CMC) began posting about its food saf",2026-09-26
FS-E31F6B6BBA,Iconic Hyderabad eatery Shadab Hotel's FSSAI licence suspended over food safety violations,,,,2026-09-03,,,Iconic Hyderabad eatery Shadab Hotel's FSSAI licence suspended over food safety violations - The South First,Pest infestation; Expired food; Spoiled / stale food; Adulteration; Labelling / date-marking; Water / ice safety; Poor hygiene / sanitation; Waste / drainage; Equipment / premises; Food-handler hygiene; Licensing / registration; Storage / packaging,seized; licence suspended; closed; inspection; raid,,,News report — corroboration recommended,The South First,News,https://thesouthfirst.com/telangana/iconic-hyderabad-eatery-shadab-hotels-fssai-licence-suspended-over-food-safety-violations/,"Iconic Hyderabad eatery Shadab Hotel's FSSAI licence suspended over food safety violations - The South First | News, Politics, Sports, Entertainment & Live Updates menu search Home States Andhra Pradesh Karnataka Kerala Tamil Nadu Telangana Politics Behind the News Health Opinion Videos Community & Culture InJest Home Subscribe Politics Health Andhra Pradesh Karnataka Kerala Tamil Nadu Telangana injest Opinion & Analysis search DAKSHIN DIALOGUES MORE Cartoons InJest Subscribe Telugu Menu close search Home States Andhra Pradesh Karnataka Kerala Tamil Nadu Telangana Politics Behind the News Opinion & Analysis Health & Wellness Community & Culture Cartoons Dakshin Dialogues The South First » Te",2026-09-26
FS-B21A8914D6,Licence of KFC outlet in Bengaluru's Devanahalli temporarily suspended,,,,2024-08-29,,,Licence of KFC outlet in Bengaluru's Devanahalli temporarily suspended - The New Indian Express,Pest infestation; Water / ice safety; Licensing / registration,licence suspended; license suspended; inspection,,,News report — corroboration recommended,The New Indian Express,News,https://www.newindianexpress.com/cities/bengaluru/2024/Aug/29/licence-of-kfc-outlet-in-bengalurus-devanahalli-temporarily-suspended,"Licence of KFC outlet in Bengaluru's Devanahalli temporarily suspended Subscribe E-PAPER INDIA WORLD STATES CITIES OPINION EXPLAINER BUSINESS SPORTS GOOD NEWS ENTERTAINMENT VIDEOS LIVE BLOG INDIA WORLD STATES CITIES OPINION EXPLAINER BUSINESS SPORTS GOOD NEWS ENTERTAINMENT VIDEOS LIVE BLOG Bengaluru Licence of KFC outlet in Bengaluru's Devanahalli temporarily suspended During inspection, health department officials also found unhygienic conditions at the KFC branch. KFC outlet (File Photo | Reuters) Rishita Khanna Updated on : 29 Aug 2024, 4:11 am 1 min read Copied BENGALURU: The Devanahalli branch of the popular fast-food chain KFC has had its licence suspended following an inspection by th",2026-09-26
FS-3FE2915272,"India’s food safety rules are giving restaurants heartburn: It’s the process, not just the product",,,,2026-09-11,,,"India’s food safety rules are giving restaurants heartburn: It’s the process, not just the product - The Economic Times",Pest infestation; Adulteration; Cross-contamination / segregation; Water / ice safety; Equipment / premises; Storage / packaging,closed; fine,,,News report — corroboration recommended,The Economic Times,Other,https://economictimes.indiatimes.com/opinion/et-commentary/indias-food-safety-rules-are-giving-restaurants-heartburn-its-the-process-not-just-the-product/articleshow/134083979.cms?from=mdr,"Indiaâs food safety rules are giving restaurants heartburn: Itâs the process, not just the product - The Economic Times Benchmarks CLOSED Nifty 23,398.10 -79.71 Benchmarks CLOSED Sensex 74,781.76 -120.83 FEATURED FUNDS â â â â â Motilal Oswal Midcap Fund Direct-Growth 5Y Return 21.93 % Invest Now Enter Stock Quotes, News, Mutual Funds and more to search Opinion English Edition | Today's ePaper Loading... Home ETPrime Markets Market Data Masterclass News Industry SME Politics Wealth MF Tech AI Careers Opinion NRI Panache ET Editorial ET Commentary ET View Just in Jest Speaking Tree Bliss of Everyday Life Business News Opinion ET Commentary Indiaâs food safety rules are giving resta",2026-09-26
FS-3500665A1B,"Bombay HC, FDA commissioner Tukaram Munde clash over hygiene checks at eateries",,,,2026-07-31,,,"Bombay HC, FDA commissioner Tukaram Munde clash over hygiene checks at eateries - The New Indian Express",Pest infestation; Adulteration; Water / ice safety; Poor hygiene / sanitation; Equipment / premises; Licensing / registration,inspection,,,News report — corroboration recommended,The New Indian Express,News,https://www.newindianexpress.com/states/maharashtra/2026/Jul/31/bombay-hc-fda-commissioner-tukaram-munde-clash-over-hygiene-checks-at-eateries,"Bombay HC, FDA commissioner Tukaram Munde clash over hygiene checks at eateries Subscribe E-PAPER INDIA WORLD STATES CITIES OPINION EXPLAINER BUSINESS SPORTS GOOD NEWS ENTERTAINMENT VIDEOS LIVE BLOG INDIA WORLD STATES CITIES OPINION EXPLAINER BUSINESS SPORTS GOOD NEWS ENTERTAINMENT VIDEOS LIVE BLOG Maharashtra Bombay HC, FDA commissioner Tukaram Munde clash over hygiene checks at eateries Munde has launched a campaign against adulterated food, milk, and unhygienic hotels and restaurants, issuing notices and sealing several city-based famous and branded eateries for alleged violations of FDA norms. The court was not satisfied with the FDA targeting private and small eateries while sparing gov",2026-09-26
